policy_id,title,sector,region,year,target_group,status,funding_million_usd,stakeholders,impact_score,summary,goals,full_text,text_for_nlp,funding_category,impact_category,summary_word_count,goals_word_count,fulltext_word_count,total_text_length
P1354,National Primary Education Reform 60,Early Childhood,Delhi,2025,Teachers,Proposed,4.7,"Central Government, Donors",0.343,A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Teachers and aims to raise completion rates.,Increase teacher quality score by 7% within 2 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Teachers and aims to raise completion rates. Goals: Increase teacher quality score by 7% within 2 years and reduce disparities between rural and urban areas. Timeline set. Focus on equity.,"policy id: p1354. title: national primary education reform 60. sector: early childhood. region: delhi. year: 2025. target group: teachers. status: proposed. funding: $4.7m usd. impact score: 0.343. stakeholders: central government, donors. summary: a nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. targets teachers and aims to raise completion rates.. goals: increase teacher quality score by 7% within 2 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. targets teachers and aims to raise completion rates. goals: increase teacher quality score by 7% within 2 years and reduce disparities between rural and urban areas. timeline set. focus on equity.",Medium,Medium Impact,18,17,41,76
P1445,State Early Childhood Education Reform 88,Secondary,Gujarat,2020,Women,Under Review,26.68,"Central Government, Donors",0.55,A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Women and aims to reduce dropout rates.,Increase teacher quality score by 14% within 1 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Women and aims to reduce dropout rates. Goals: Increase teacher quality score by 14% within 1 years and reduce disparities between rural and urban areas. Stakeholder consultations planned. Timeline set.,"policy id: p1445. title: state early childhood education reform 88. sector: secondary. region: gujarat. year: 2020. target group: women. status: under review. funding: $26.68m usd. impact score: 0.55. stakeholders: central government, donors. summary: a nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. targets women and aims to reduce dropout rates.. goals: increase teacher quality score by 14% within 1 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. targets women and aims to reduce dropout rates. goals: increase teacher quality score by 14% within 1 years and reduce disparities between rural and urban areas. stakeholder consultations planned. timeline set.",Very High,High Impact,18,17,41,76
P1017,District Secondary Education Reform 35,Secondary,Maharashtra,2021,All,Proposed,0.19,"Central Government, Donors",0.411,A nationwide/state-level initiative to strengthen infrastructure through teacher training programs. Targets All and aims to reduce dropout rates.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen infrastructure through teacher training programs. Targets All and aims to reduce dropout rates. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Stakeholder consultations planned. Timeline set.","policy id: p1017. title: district secondary education reform 35. sector: secondary. region: maharashtra. year: 2021. target group: all. status: proposed. funding: $0.19m usd. impact score: 0.411. stakeholders: central government, donors. summary: a nationwide/state-level initiative to strengthen infrastructure through teacher training programs. targets all and aims to reduce dropout rates.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: a nationwide/state-level initiative to strengthen infrastructure through teacher training programs. targets all and aims to reduce dropout rates. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. stakeholder consultations planned. timeline set.",Low,Medium Impact,18,12,36,66
P1119,District Higher Education Education Reform 77,Vocational,Punjab,2021,Women,Proposed,48.16,"Central Government, Donors",0.649,This policy aims to improve vocational skills in Vocational by providing public-private partnerships across Punjab. It focuses on rural accessibility.,Increase vocational skills score by 12% within 2 years and reduce disparities between rural and urban areas.,This policy aims to improve vocational skills in Vocational by providing public-private partnerships across Punjab. It focuses on rural accessibility. Goals: Increase vocational skills score by 12% within 2 years and reduce disparities between rural and urban areas. Budget allocations defined. Includes evaluation.,"policy id: p1119. title: district higher education education reform 77. sector: vocational. region: punjab. year: 2021. target group: women. status: proposed. funding: $48.16m usd. impact score: 0.649. stakeholders: central government, donors. summary: this policy aims to improve vocational skills in vocational by providing public-private partnerships across punjab. it focuses on rural accessibility.. goals: increase vocational skills score by 12% within 2 years and reduce disparities between rural and urban areas.. full description: this policy aims to improve vocational skills in vocational by providing public-private partnerships across punjab. it focuses on rural accessibility. goals: increase vocational skills score by 12% within 2 years and reduce disparities between rural and urban areas. budget allocations defined. includes evaluation.",Very High,High Impact,20,17,43,80
P1325,District Vocational Education Reform 7,Secondary,Tamil Nadu,2015,Teachers,Implemented,2.62,"State Education Department, Private Partners",0.728,A nationwide/state-level initiative to strengthen digital access through grants to schools. Targets Teachers and aims to boost employability.,Increase digital access score by 40% within 4 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen digital access through grants to schools. Targets Teachers and aims to boost employability. Goals: Increase digital access score by 40% within 4 years and reduce disparities between rural and urban areas. Includes evaluation. Focus on equity.,"policy id: p1325. title: district vocational education reform 7. sector: secondary. region: tamil nadu. year: 2015. target group: teachers. status: implemented. funding: $2.62m usd. impact score: 0.728. stakeholders: state education department, private partners. summary: a nationwide/state-level initiative to strengthen digital access through grants to schools. targets teachers and aims to boost employability.. goals: increase digital access score by 40% within 4 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen digital access through grants to schools. targets teachers and aims to boost employability. goals: increase digital access score by 40% within 4 years and reduce disparities between rural and urban areas. includes evaluation. focus on equity.",Medium,Very High Impact,18,17,41,76
P1228,National Higher Education Education Reform 3,Higher Education,Rajasthan,2023,Women,Implemented,0.67,"Teachers' Unions, Community Leaders",0.239,"Policy to enhance teacher quality and governance using digital device distribution. Includes capacity-building, monitoring and community engagement.",Increase teacher quality score by 24% within 1 years and reduce disparities between rural and urban areas.,"Policy to enhance teacher quality and governance using digital device distribution. Includes capacity-building, monitoring and community engagement. Goals: Increase teacher quality score by 24% within 1 years and reduce disparities between rural and urban areas. Focus on equity. Budget allocations defined.","policy id: p1228. title: national higher education education reform 3. sector: higher education. region: rajasthan. year: 2023. target group: women. status: implemented. funding: $0.67m usd. impact score: 0.239. stakeholders: teachers' unions, community leaders. summary: policy to enhance teacher quality and governance using digital device distribution. includes capacity-building, monitoring and community engagement.. goals: increase teacher quality score by 24% within 1 years and reduce disparities between rural and urban areas.. full description: policy to enhance teacher quality and governance using digital device distribution. includes capacity-building, monitoring and community engagement. goals: increase teacher quality score by 24% within 1 years and reduce disparities between rural and urban areas. focus on equity. budget allocations defined.",Low,Low Impact,17,17,41,75
P1183,District Higher Education Education Reform 58,Secondary,Punjab,2024,Teachers,Proposed,50.51,"Ministry Of Education, Local Ngos",0.443,A nationwide/state-level initiative to strengthen early childhood development through public-private partnerships. Targets Teachers and aims to boost employability.,Increase early childhood development score by 37% within 5 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen early childhood development through public-private partnerships. Targets Teachers and aims to boost employability. Goals: Increase early childhood development score by 37% within 5 years and reduce disparities between rural and urban areas. Budget allocations defined. Includes evaluation.,"policy id: p1183. title: district higher education education reform 58. sector: secondary. region: punjab. year: 2024. target group: teachers. status: proposed. funding: $50.51m usd. impact score: 0.443. stakeholders: ministry of education, local ngos. summary: a nationwide/state-level initiative to strengthen early childhood development through public-private partnerships. targets teachers and aims to boost employability.. goals: increase early childhood development score by 37% within 5 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen early childhood development through public-private partnerships. targets teachers and aims to boost employability. goals: increase early childhood development score by 37% within 5 years and reduce disparities between rural and urban areas. budget allocations defined. includes evaluation.",Very High,Medium Impact,18,18,42,78
P1312,District Early Childhood Education Reform 59,Early Childhood,Tamil Nadu,2015,Disadvantaged Groups,Implemented,0.19,"Central Government, Donors",0.338,A nationwide/state-level initiative to strengthen vocational skills through scholarship schemes. Targets Disadvantaged Groups and aims to reduce dropout rates.,Increase vocational skills score by 38% within 2 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen vocational skills through scholarship schemes. Targets Disadvantaged Groups and aims to reduce dropout rates. Goals: Increase vocational skills score by 38% within 2 years and reduce disparities between rural and urban areas. Includes evaluation. Includes evaluation.,"policy id: p1312. title: district early childhood education reform 59. sector: early childhood. region: tamil nadu. year: 2015. target group: disadvantaged groups. status: implemented. funding: $0.19m usd. impact score: 0.338. stakeholders: central government, donors. summary: a nationwide/state-level initiative to strengthen vocational skills through scholarship schemes. targets disadvantaged groups and aims to reduce dropout rates.. goals: increase vocational skills score by 38% within 2 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen vocational skills through scholarship schemes. targets disadvantaged groups and aims to reduce dropout rates. goals: increase vocational skills score by 38% within 2 years and reduce disparities between rural and urban areas. includes evaluation. includes evaluation.",Low,Medium Impact,19,17,41,77
P1348,National Early Childhood Education Reform 45,Primary,Karnataka,2021,Urban Students,Under Review,0.46,"Central Government, Donors",0.523,"Policy to enhance vocational skills and governance using scholarship schemes. Includes capacity-building, monitoring and community engagement.","Train 4185 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","Policy to enhance vocational skills and governance using scholarship schemes. Includes capacity-building, monitoring and community engagement. Goals: Train 4185 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. Focus on equity. Stakeholder consultations planned.","policy id: p1348. title: national early childhood education reform 45. sector: primary. region: karnataka. year: 2021. target group: urban students. status: under review. funding: $0.46m usd. impact score: 0.523. stakeholders: central government, donors. summary: policy to enhance vocational skills and governance using scholarship schemes. includes capacity-building, monitoring and community engagement.. goals: train 4185 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.. full description: policy to enhance vocational skills and governance using scholarship schemes. includes capacity-building, monitoring and community engagement. goals: train 4185 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. focus on equity. stakeholder consultations planned.",Low,High Impact,16,16,39,71
P1179,District Primary Education Reform 26,Higher Education,Tamil Nadu,2019,Disadvantaged Groups,Under Review,17.59,"Teachers' Unions, Community Leaders",0.282,"Policy to enhance early childhood development and safety standards using grants to schools. Includes capacity-building, monitoring and community engagement.","Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","Policy to enhance early childhood development and safety standards using grants to schools. Includes capacity-building, monitoring and community engagement. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Budget allocations defined. Focus on equity.","policy id: p1179. title: district primary education reform 26. sector: higher education. region: tamil nadu. year: 2019. target group: disadvantaged groups. status: under review. funding: $17.59m usd. impact score: 0.282. stakeholders: teachers' unions, community leaders. summary: policy to enhance early childhood development and safety standards using grants to schools. includes capacity-building, monitoring and community engagement.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: policy to enhance early childhood development and safety standards using grants to schools. includes capacity-building, monitoring and community engagement. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. budget allocations defined. focus on equity.",High,Low Impact,19,12,38,69
P1463,National Secondary Education Reform 7,Vocational,Gujarat,2015,Rural Students,Pilot,1.06,"State Education Department, Private Partners",0.635,This policy aims to improve early childhood development in Vocational by providing curriculum reform across Gujarat. It focuses on gender equity.,"Train 2385 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve early childhood development in Vocational by providing curriculum reform across Gujarat. It focuses on gender equity. Goals: Train 2385 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. Focus on equity. Stakeholder consultations planned.","policy id: p1463. title: national secondary education reform 7. sector: vocational. region: gujarat. year: 2015. target group: rural students. status: pilot. funding: $1.06m usd. impact score: 0.635. stakeholders: state education department, private partners. summary: this policy aims to improve early childhood development in vocational by providing curriculum reform across gujarat. it focuses on gender equity.. goals: train 2385 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.. full description: this policy aims to improve early childhood development in vocational by providing curriculum reform across gujarat. it focuses on gender equity. goals: train 2385 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. focus on equity. stakeholder consultations planned.",Medium,High Impact,21,15,43,79
P1375,District Primary Education Reform 73,Primary,Tamil Nadu,2017,Rural Students,Pilot,0.18,"Central Government, Donors",0.157,This policy aims to improve digital access in Primary by providing teacher training programs across Tamil Nadu. It focuses on urban inclusion.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve digital access in Primary by providing teacher training programs across Tamil Nadu. It focuses on urban inclusion. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Stakeholder consultations planned. Includes evaluation.","policy id: p1375. title: district primary education reform 73. sector: primary. region: tamil nadu. year: 2017. target group: rural students. status: pilot. funding: $0.18m usd. impact score: 0.157. stakeholders: central government, donors. summary: this policy aims to improve digital access in primary by providing teacher training programs across tamil nadu. it focuses on urban inclusion.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: this policy aims to improve digital access in primary by providing teacher training programs across tamil nadu. it focuses on urban inclusion. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. stakeholder consultations planned. includes evaluation.",Low,Low Impact,22,12,40,74
P1214,State Vocational Education Reform 70,Higher Education,Rajasthan,2022,Teachers,Implemented,0.35,"Edtech Companies, Universities",0.487,A nationwide/state-level initiative to strengthen vocational skills through public-private partnerships. Targets Teachers and aims to raise completion rates.,"Train 2894 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","A nationwide/state-level initiative to strengthen vocational skills through public-private partnerships. Targets Teachers and aims to raise completion rates. Goals: Train 2894 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. Budget allocations defined. Timeline set.","policy id: p1214. title: state vocational education reform 70. sector: higher education. region: rajasthan. year: 2022. target group: teachers. status: implemented. funding: $0.35m usd. impact score: 0.487. stakeholders: edtech companies, universities. summary: a nationwide/state-level initiative to strengthen vocational skills through public-private partnerships. targets teachers and aims to raise completion rates.. goals: train 2894 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.. full description: a nationwide/state-level initiative to strengthen vocational skills through public-private partnerships. targets teachers and aims to raise completion rates. goals: train 2894 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. budget allocations defined. timeline set.",Low,Medium Impact,18,16,40,74
P1294,National Early Childhood Education Reform 77,Primary,Tamil Nadu,2018,Rural Students,Pilot,25.29,"Edtech Companies, Universities",0.773,This policy aims to improve learning outcomes in Primary by providing grants to schools across Tamil Nadu. It focuses on urban inclusion.,Increase learning outcomes score by 40% within 4 years and reduce disparities between rural and urban areas.,This policy aims to improve learning outcomes in Primary by providing grants to schools across Tamil Nadu. It focuses on urban inclusion. Goals: Increase learning outcomes score by 40% within 4 years and reduce disparities between rural and urban areas. Timeline set. Budget allocations defined.,"policy id: p1294. title: national early childhood education reform 77. sector: primary. region: tamil nadu. year: 2018. target group: rural students. status: pilot. funding: $25.29m usd. impact score: 0.773. stakeholders: edtech companies, universities. summary: this policy aims to improve learning outcomes in primary by providing grants to schools across tamil nadu. it focuses on urban inclusion.. goals: increase learning outcomes score by 40% within 4 years and reduce disparities between rural and urban areas.. full description: this policy aims to improve learning outcomes in primary by providing grants to schools across tamil nadu. it focuses on urban inclusion. goals: increase learning outcomes score by 40% within 4 years and reduce disparities between rural and urban areas. timeline set. budget allocations defined.",Very High,Very High Impact,22,17,45,84
P1319,National Higher Education Education Reform 41,Early Childhood,Maharashtra,2016,Teachers,Implemented,17.7,"Central Government, Donors",0.805,This policy aims to improve teacher quality in Early Childhood by providing curriculum reform across Maharashtra. It focuses on urban inclusion.,"Train 2185 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve teacher quality in Early Childhood by providing curriculum reform across Maharashtra. It focuses on urban inclusion. Goals: Train 2185 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. Budget allocations defined. Includes evaluation.","policy id: p1319. title: national higher education education reform 41. sector: early childhood. region: maharashtra. year: 2016. target group: teachers. status: implemented. funding: $17.7m usd. impact score: 0.805. stakeholders: central government, donors. summary: this policy aims to improve teacher quality in early childhood by providing curriculum reform across maharashtra. it focuses on urban inclusion.. goals: train 2185 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.. full description: this policy aims to improve teacher quality in early childhood by providing curriculum reform across maharashtra. it focuses on urban inclusion. goals: train 2185 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. budget allocations defined. includes evaluation.",High,Very High Impact,21,16,43,80
P1076,National Higher Education Education Reform 34,Vocational,Uttar Pradesh,2024,Rural Students,Pilot,6.84,"Ministry Of Education, Local Ngos",0.502,A nationwide/state-level initiative to strengthen vocational skills through curriculum reform. Targets Rural Students and aims to reduce dropout rates.,Increase vocational skills score by 40% within 5 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen vocational skills through curriculum reform. Targets Rural Students and aims to reduce dropout rates. Goals: Increase vocational skills score by 40% within 5 years and reduce disparities between rural and urban areas. Includes evaluation. Budget allocations defined.,"policy id: p1076. title: national higher education education reform 34. sector: vocational. region: uttar pradesh. year: 2024. target group: rural students. status: pilot. funding: $6.84m usd. impact score: 0.502. stakeholders: ministry of education, local ngos. summary: a nationwide/state-level initiative to strengthen vocational skills through curriculum reform. targets rural students and aims to reduce dropout rates.. goals: increase vocational skills score by 40% within 5 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen vocational skills through curriculum reform. targets rural students and aims to reduce dropout rates. goals: increase vocational skills score by 40% within 5 years and reduce disparities between rural and urban areas. includes evaluation. budget allocations defined.",High,High Impact,19,17,42,78
P1414,National Secondary Education Reform 12,Secondary,Punjab,2015,Students,Under Review,0.42,"Ministry Of Education, Local Ngos",0.956,A nationwide/state-level initiative to strengthen digital access through public-private partnerships. Targets Students and aims to raise completion rates.,Increase digital access score by 37% within 5 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen digital access through public-private partnerships. Targets Students and aims to raise completion rates. Goals: Increase digital access score by 37% within 5 years and reduce disparities between rural and urban areas. Stakeholder consultations planned. Includes evaluation.,"policy id: p1414. title: national secondary education reform 12. sector: secondary. region: punjab. year: 2015. target group: students. status: under review. funding: $0.42m usd. impact score: 0.956. stakeholders: ministry of education, local ngos. summary: a nationwide/state-level initiative to strengthen digital access through public-private partnerships. targets students and aims to raise completion rates.. goals: increase digital access score by 37% within 5 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen digital access through public-private partnerships. targets students and aims to raise completion rates. goals: increase digital access score by 37% within 5 years and reduce disparities between rural and urban areas. stakeholder consultations planned. includes evaluation.",Low,Very High Impact,18,17,41,76
P1220,National Secondary Education Reform 82,Vocational,Kerala,2015,Teachers,Under Review,2.28,"State Education Department, Private Partners",0.108,This policy aims to improve learning outcomes in Vocational by providing scholarship schemes across Kerala. It focuses on literacy and numeracy.,"Train 4934 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve learning outcomes in Vocational by providing scholarship schemes across Kerala. It focuses on literacy and numeracy. Goals: Train 4934 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. Focus on equity. Stakeholder consultations planned.","policy id: p1220. title: national secondary education reform 82. sector: vocational. region: kerala. year: 2015. target group: teachers. status: under review. funding: $2.28m usd. impact score: 0.108. stakeholders: state education department, private partners. summary: this policy aims to improve learning outcomes in vocational by providing scholarship schemes across kerala. it focuses on literacy and numeracy.. goals: train 4934 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.. full description: this policy aims to improve learning outcomes in vocational by providing scholarship schemes across kerala. it focuses on literacy and numeracy. goals: train 4934 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. focus on equity. stakeholder consultations planned.",Medium,Low Impact,21,16,44,81
P1479,District Secondary Education Reform 88,Secondary,Delhi,2017,Urban Students,Implemented,44.4,"Teachers' Unions, Community Leaders",0.604,"Policy to enhance vocational skills and governance using curriculum reform. Includes capacity-building, monitoring and community engagement.","Train 3129 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","Policy to enhance vocational skills and governance using curriculum reform. Includes capacity-building, monitoring and community engagement. Goals: Train 3129 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. Stakeholder consultations planned. Budget allocations defined.","policy id: p1479. title: district secondary education reform 88. sector: secondary. region: delhi. year: 2017. target group: urban students. status: implemented. funding: $44.4m usd. impact score: 0.604. stakeholders: teachers' unions, community leaders. summary: policy to enhance vocational skills and governance using curriculum reform. includes capacity-building, monitoring and community engagement.. goals: train 3129 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.. full description: policy to enhance vocational skills and governance using curriculum reform. includes capacity-building, monitoring and community engagement. goals: train 3129 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. stakeholder consultations planned. budget allocations defined.",Very High,High Impact,16,16,39,71
P1401,National Early Childhood Education Reform 69,Secondary,West Bengal,2021,Rural Students,Under Review,12.8,"Edtech Companies, Universities",0.626,"Policy to enhance learning outcomes and safety standards using curriculum reform. Includes capacity-building, monitoring and community engagement.","Train 2638 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","Policy to enhance learning outcomes and safety standards using curriculum reform. Includes capacity-building, monitoring and community engagement. Goals: Train 2638 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. Includes evaluation. Stakeholder consultations planned.","policy id: p1401. title: national early childhood education reform 69. sector: secondary. region: west bengal. year: 2021. target group: rural students. status: under review. funding: $12.8m usd. impact score: 0.626. stakeholders: edtech companies, universities. summary: policy to enhance learning outcomes and safety standards using curriculum reform. includes capacity-building, monitoring and community engagement.. goals: train 2638 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.. full description: policy to enhance learning outcomes and safety standards using curriculum reform. includes capacity-building, monitoring and community engagement. goals: train 2638 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. includes evaluation. stakeholder consultations planned.",High,High Impact,17,16,39,72
P1478,National Higher Education Education Reform 19,Secondary,West Bengal,2024,Students,Under Review,5.48,"Teachers' Unions, Community Leaders",0.321,This policy aims to improve vocational skills in Secondary by providing public-private partnerships across West Bengal. It focuses on urban inclusion.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve vocational skills in Secondary by providing public-private partnerships across West Bengal. It focuses on urban inclusion. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Timeline set. Budget allocations defined.","policy id: p1478. title: national higher education education reform 19. sector: secondary. region: west bengal. year: 2024. target group: students. status: under review. funding: $5.48m usd. impact score: 0.321. stakeholders: teachers' unions, community leaders. summary: this policy aims to improve vocational skills in secondary by providing public-private partnerships across west bengal. it focuses on urban inclusion.. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.. full description: this policy aims to improve vocational skills in secondary by providing public-private partnerships across west bengal. it focuses on urban inclusion. goals: introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. timeline set. budget allocations defined.",High,Medium Impact,21,12,39,72
P1429,District Vocational Education Reform 20,Vocational,Uttar Pradesh,2021,Rural Students,Implemented,0.14,"State Education Department, Private Partners",0.509,This policy aims to improve infrastructure in Vocational by providing teacher training programs across Uttar Pradesh. It focuses on STEM education.,"Train 1527 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve infrastructure in Vocational by providing teacher training programs across Uttar Pradesh. It focuses on STEM education. Goals: Train 1527 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. Stakeholder consultations planned. Includes evaluation.","policy id: p1429. title: district vocational education reform 20. sector: vocational. region: uttar pradesh. year: 2021. target group: rural students. status: implemented. funding: $0.14m usd. impact score: 0.509. stakeholders: state education department, private partners. summary: this policy aims to improve infrastructure in vocational by providing teacher training programs across uttar pradesh. it focuses on stem education.. goals: train 1527 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.. full description: this policy aims to improve infrastructure in vocational by providing teacher training programs across uttar pradesh. it focuses on stem education. goals: train 1527 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. stakeholder consultations planned. includes evaluation.",Low,High Impact,21,16,43,80
P1209,District Higher Education Education Reform 31,Early Childhood,West Bengal,2021,Teachers,Implemented,12.09,"Ministry Of Education, Local Ngos",0.257,A nationwide/state-level initiative to strengthen digital access through teacher training programs. Targets Teachers and aims to raise completion rates.,Increase digital access score by 21% within 5 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen digital access through teacher training programs. Targets Teachers and aims to raise completion rates. Goals: Increase digital access score by 21% within 5 years and reduce disparities between rural and urban areas. Includes evaluation. Focus on equity.,"policy id: p1209. title: district higher education education reform 31. sector: early childhood. region: west bengal. year: 2021. target group: teachers. status: implemented. funding: $12.09m usd. impact score: 0.257. stakeholders: ministry of education, local ngos. summary: a nationwide/state-level initiative to strengthen digital access through teacher training programs. targets teachers and aims to raise completion rates.. goals: increase digital access score by 21% within 5 years and reduce disparities between rural and urban areas.. full description: a nationwide/state-level initiative to strengthen digital access through teacher training programs. targets teachers and aims to raise completion rates. goals: increase digital access score by 21% within 5 years and reduce disparities between rural and urban areas. includes evaluation. focus on equity.",High,Low Impact,19,17,42,78
P1264,State Early Childhood Education Reform 7,Higher Education,Rajasthan,2015,Urban Students,Pilot,0.33,"Teachers' Unions, Community Leaders",0.475,"Policy to enhance teacher quality and community participation using digital device distribution. Includes capacity-building, monitoring and community engagement.",Increase teacher quality score by 21% within 1 years and reduce disparities between rural and urban areas.,"Policy to enhance teacher quality and community participation using digital device distribution. Includes capacity-building, monitoring and community engagement. Goals: Increase teacher quality score by 21% within 1 years and reduce disparities between rural and urban areas. Stakeholder consultations planned. Focus on equity.","policy id: p1264. title: state early childhood education reform 7. sector: higher education. region: rajasthan. year: 2015. target group: urban students. status: pilot. funding: $0.33m usd. impact score: 0.475. stakeholders: teachers' unions, community leaders. summary: policy to enhance teacher quality and community participation using digital device distribution. includes capacity-building, monitoring and community engagement.. goals: increase teacher quality score by 21% within 1 years and reduce disparities between rural and urban areas.. full description: policy to enhance teacher quality and community participation using digital device distribution. includes capacity-building, monitoring and community engagement. goals: increase teacher quality score by 21% within 1 years and reduce disparities between rural and urban areas. stakeholder consultations planned. focus on equity.",Low,Medium Impact,18,17,42,77
P1351,National Vocational Education Reform 4,Early Childhood,Kerala,2021,Rural Students,Proposed,4.91,"Edtech Companies, Universities",0.25,"Policy to enhance infrastructure and community participation using teacher training programs. Includes capacity-building, monitoring and community engagement.","Train 1313 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","Policy to enhance infrastructure and community participation using teacher training programs. Includes capacity-building, monitoring and community engagement. Goals: Train 1313 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. Includes evaluation. Focus on equity.","policy id: p1351. title: national vocational education reform 4. sector: early childhood. region: kerala. year: 2021. target group: rural students. status: proposed. funding: $4.91m usd. impact score: 0.25. stakeholders: edtech companies, universities. summary: policy to enhance infrastructure and community participation using teacher training programs. includes capacity-building, monitoring and community engagement.. goals: train 1313 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.. full description: policy to enhance infrastructure and community participation using teacher training programs. includes capacity-building, monitoring and community engagement. goals: train 1313 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. includes evaluation. focus on equity.",Medium,Low Impact,17,16,39,72
